"OUTLET","CORRELATION","OUTLET_PRESS_SIZE","QUANTITY_OF_SEASONS","OUTLET_SOCIAL_SIZE","FINAL_INDEX","SEASON","PROGRAM"
"mashable",7,7,6,9,7.2,"3","PREACHER"
"vanityfair",9,5,6,8,7,"3","PREACHER"
"independent",8,8,4,7,6.8,"3","PREACHER"
"newyorktimes",7,5,8,7,6.8,"3","PREACHER"
"buzzfeed",6,8,3,9,6.5,"3","PREACHER"
"wallstreetjournal",6,5,5,10,6.5,"3","PREACHER"
"newsweek",9,5,2,9,6.2,"3","PREACHER"
"digitalspy",7,7,7,3,6,"3","PREACHER"
"huffingtonpost",9,8,6,1,6,"3","PREACHER"
"losangelestimes",5,5,7,7,6,"3","PREACHER"
"usweekly",7,5,5,7,6,"3","PREACHER"
"salon",7,6,4,6,5.8,"3","PREACHER"
"dailybeast",5,6,5,6,5.5,"3","PREACHER"
"gamesradar",9,6,1,6,5.5,"3","PREACHER"
"cleveland",9,4,7,1,5.2,"3","PREACHER"
"eonline",9,7,4,1,5.2,"3","PREACHER"
"fox",9,7,4,1,5.2,"3","PREACHER"
"ibtimes",8,5,6,2,5.2,"3","PREACHER"
"latimes",6,6,8,1,5.2,"3","PREACHER"
"newyorkdailynews",9,2,5,5,5.2,"3","PREACHER"
"popsugar",7,7,4,3,5.2,"3","PREACHER"
"refinery29",3,6,2,10,5.2,"3","PREACHER"
"bostonglobe",7,3,5,5,5,"3","PREACHER"
"ign",7,8,9,9,8.2,"2","RIDE WITH NORMAN REEDUS"
"forbes",7,8,6,10,7.8,"2","RIDE WITH NORMAN REEDUS"
"imdb",6,10,7,8,7.8,"2","RIDE WITH NORMAN REEDUS"
"rollingstone",7,6,7,9,7.2,"2","RIDE WITH NORMAN REEDUS"
"vanityfair",9,5,6,8,7,"2","RIDE WITH NORMAN REEDUS"
"engadget",8,7,5,7,6.8,"2","RIDE WITH NORMAN REEDUS"
"gamespot",9,7,3,8,6.8,"2","RIDE WITH NORMAN REEDUS"
"gizmodo",10,8,2,7,6.8,"2","RIDE WITH NORMAN REEDUS"
"independent",8,8,4,7,6.8,"2","RIDE WITH NORMAN REEDUS"
"people",6,6,6,9,6.8,"2","RIDE WITH NORMAN REEDUS"
"buzzfeed",6,8,3,9,6.5,"2","RIDE WITH NORMAN REEDUS"
"verge",8,6,5,7,6.5,"2","RIDE WITH NORMAN REEDUS"
"wallstreetjournal",6,5,5,10,6.5,"2","RIDE WITH NORMAN REEDUS"
"cbr",8,6,3,8,6.2,"2","RIDE WITH NORMAN REEDUS"
"newsweek",9,5,2,9,6.2,"2","RIDE WITH NORMAN REEDUS"
"wrap",8,4,8,5,6.2,"2","RIDE WITH NORMAN REEDUS"
"avclub",6,6,8,4,6,"2","RIDE WITH NORMAN REEDUS"
"digitalspy",7,7,7,3,6,"2","RIDE WITH NORMAN REEDUS"
"huffingtonpost",9,8,6,1,6,"2","RIDE WITH NORMAN REEDUS"
"indiewire",6,4,8,6,6,"2","RIDE WITH NORMAN REEDUS"
"uproxx",8,5,9,2,6,"2","RIDE WITH NORMAN REEDUS"
"usweekly",7,5,5,7,6,"2","RIDE WITH NORMAN REEDUS"
"cnn",9,8,5,1,5.8,"2","RIDE WITH NORMAN REEDUS"
"salon",7,6,4,6,5.8,"2","RIDE WITH NORMAN REEDUS"
"cinemablend",8,6,7,1,5.5,"2","RIDE WITH NORMAN REEDUS"
"ew",9,6,10,9,8.5,"1","SECRET HISTORY OF COMICS"
"ign",7,8,9,9,8.2,"1","SECRET HISTORY OF COMICS"
"forbes",7,8,6,10,7.8,"1","SECRET HISTORY OF COMICS"
"imdb",6,10,7,8,7.8,"1","SECRET HISTORY OF COMICS"
"hollywoodreporter",8,6,9,7,7.5,"1","SECRET HISTORY OF COMICS"
"tvguide",8,6,10,6,7.5,"1","SECRET HISTORY OF COMICS"
"mashable",7,7,6,9,7.2,"1","SECRET HISTORY OF COMICS"
"rollingstone",7,6,7,9,7.2,"1","SECRET HISTORY OF COMICS"
"vanityfair",9,5,6,8,7,"1","SECRET HISTORY OF COMICS"
"deadline",7,5,10,5,6.8,"1","SECRET HISTORY OF COMICS"
"engadget",8,7,5,7,6.8,"1","SECRET HISTORY OF COMICS"
"gamespot",9,7,3,8,6.8,"1","SECRET HISTORY OF COMICS"
"gizmodo",10,8,2,7,6.8,"1","SECRET HISTORY OF COMICS"
"independent",8,8,4,7,6.8,"1","SECRET HISTORY OF COMICS"
"people",6,6,6,9,6.8,"1","SECRET HISTORY OF COMICS"
"buzzfeed",6,8,3,9,6.5,"1","SECRET HISTORY OF COMICS"
"verge",8,6,5,7,6.5,"1","SECRET HISTORY OF COMICS"
"newsweek",9,5,2,9,6.2,"1","SECRET HISTORY OF COMICS"
"wrap",8,4,8,5,6.2,"1","SECRET HISTORY OF COMICS"
"avclub",6,6,8,4,6,"1","SECRET HISTORY OF COMICS"
"comicbook",8,5,7,4,6,"1","SECRET HISTORY OF COMICS"
"digitalspy",7,7,7,3,6,"1","SECRET HISTORY OF COMICS"
"huffingtonpost",9,8,6,1,6,"1","SECRET HISTORY OF COMICS"
"indiewire",6,4,8,6,6,"1","SECRET HISTORY OF COMICS"
"uproxx",8,5,9,2,6,"1","SECRET HISTORY OF COMICS"
"forbes",7,8,6,10,7.8,"1","SON, THE"
"imdb",6,10,7,8,7.8,"1","SON, THE"
"mashable",7,7,6,9,7.2,"1","SON, THE"
"vanityfair",9,5,6,8,7,"1","SON, THE"
"engadget",8,7,5,7,6.8,"1","SON, THE"
"gamespot",9,7,3,8,6.8,"1","SON, THE"
"gizmodo",10,8,2,7,6.8,"1","SON, THE"
"independent",8,8,4,7,6.8,"1","SON, THE"
"verge",8,6,5,7,6.5,"1","SON, THE"
"cbr",8,6,3,8,6.2,"1","SON, THE"
"newsweek",9,5,2,9,6.2,"1","SON, THE"
"comicbook",8,5,7,4,6,"1","SON, THE"
"digitalspy",7,7,7,3,6,"1","SON, THE"
"huffingtonpost",9,8,6,1,6,"1","SON, THE"
"losangelestimes",5,5,7,7,6,"1","SON, THE"
"salon",7,6,4,6,5.8,"1","SON, THE"
"tvline",6,5,9,3,5.8,"1","SON, THE"
"dailybeast",5,6,5,6,5.5,"1","SON, THE"
"gamesradar",9,6,1,6,5.5,"1","SON, THE"
"businessinsider",7,8,5,1,5.2,"1","SON, THE"
"cleveland",9,4,7,1,5.2,"1","SON, THE"
"comingsoon",7,3,9,2,5.2,"1","SON, THE"
"eonline",9,7,4,1,5.2,"1","SON, THE"
"fox",9,7,4,1,5.2,"1","SON, THE"
"ibtimes",8,5,6,2,5.2,"1","SON, THE"
"forbes",7,8,6,10,7.8,"1","TERROR, THE"
"mashable",7,7,6,9,7.2,"1","TERROR, THE"
"vanityfair",9,5,6,8,7,"1","TERROR, THE"
"engadget",8,7,5,7,6.8,"1","TERROR, THE"
"gizmodo",10,8,2,7,6.8,"1","TERROR, THE"
"independent",8,8,4,7,6.8,"1","TERROR, THE"
"people",6,6,6,9,6.8,"1","TERROR, THE"
"buzzfeed",6,8,3,9,6.5,"1","TERROR, THE"
"wallstreetjournal",6,5,5,10,6.5,"1","TERROR, THE"
"cbr",8,6,3,8,6.2,"1","TERROR, THE"
"newsweek",9,5,2,9,6.2,"1","TERROR, THE"
"comicbook",8,5,7,4,6,"1","TERROR, THE"
"huffingtonpost",9,8,6,1,6,"1","TERROR, THE"
"uproxx",8,5,9,2,6,"1","TERROR, THE"
"usweekly",7,5,5,7,6,"1","TERROR, THE"
"cnn",9,8,5,1,5.8,"1","TERROR, THE"
"salon",7,6,4,6,5.8,"1","TERROR, THE"
"dailybeast",5,6,5,6,5.5,"1","TERROR, THE"
"nytimes",7,7,7,1,5.5,"1","TERROR, THE"
"washingtonpost",6,7,8,1,5.5,"1","TERROR, THE"
"businessinsider",7,8,5,1,5.2,"1","TERROR, THE"
"dailymail",6,9,5,1,5.2,"1","TERROR, THE"
"eonline",9,7,4,1,5.2,"1","TERROR, THE"
"fox",9,7,4,1,5.2,"1","TERROR, THE"
"ibtimes",8,5,6,2,5.2,"1","TERROR, THE"
"forbes",7,8,6,10,7.8,"1","TURN"
"imdb",6,10,7,8,7.8,"1","TURN"
"mashable",7,7,6,9,7.2,"1","TURN"
"rollingstone",7,6,7,9,7.2,"1","TURN"
"vanityfair",9,5,6,8,7,"1","TURN"
"engadget",8,7,5,7,6.8,"1","TURN"
"gamespot",9,7,3,8,6.8,"1","TURN"
"gizmodo",10,8,2,7,6.8,"1","TURN"
"independent",8,8,4,7,6.8,"1","TURN"
"people",6,6,6,9,6.8,"1","TURN"
"buzzfeed",6,8,3,9,6.5,"1","TURN"
"verge",8,6,5,7,6.5,"1","TURN"
"cbr",8,6,3,8,6.2,"1","TURN"
"newsweek",9,5,2,9,6.2,"1","TURN"
"comicbook",8,5,7,4,6,"1","TURN"
"digitalspy",7,7,7,3,6,"1","TURN"
"usweekly",7,5,5,7,6,"1","TURN"
"cnn",9,8,5,1,5.8,"1","TURN"
"salon",7,6,4,6,5.8,"1","TURN"
"gamesradar",9,6,1,6,5.5,"1","TURN"
"nytimes",7,7,7,1,5.5,"1","TURN"
"vulture",6,4,8,4,5.5,"1","TURN"
"cleveland",9,4,7,1,5.2,"1","TURN"
"dailymail",6,9,5,1,5.2,"1","TURN"
"eonline",9,7,4,1,5.2,"1","TURN"
"forbes",7,8,6,10,7.8,"2","TURN"
"imdb",6,10,7,8,7.8,"2","TURN"
"mashable",7,7,6,9,7.2,"2","TURN"
"rollingstone",7,6,7,9,7.2,"2","TURN"
"vanityfair",9,5,6,8,7,"2","TURN"
"engadget",8,7,5,7,6.8,"2","TURN"
"gamespot",9,7,3,8,6.8,"2","TURN"
"gizmodo",10,8,2,7,6.8,"2","TURN"
"independent",8,8,4,7,6.8,"2","TURN"
"people",6,6,6,9,6.8,"2","TURN"
"buzzfeed",6,8,3,9,6.5,"2","TURN"
"verge",8,6,5,7,6.5,"2","TURN"
"cbr",8,6,3,8,6.2,"2","TURN"
"newsweek",9,5,2,9,6.2,"2","TURN"
"comicbook",8,5,7,4,6,"2","TURN"
"digitalspy",7,7,7,3,6,"2","TURN"
"indiewire",6,4,8,6,6,"2","TURN"
"usweekly",7,5,5,7,6,"2","TURN"
"salon",7,6,4,6,5.8,"2","TURN"
"dailybeast",5,6,5,6,5.5,"2","TURN"
"gamesradar",9,6,1,6,5.5,"2","TURN"
"vulture",6,4,8,4,5.5,"2","TURN"
"businessinsider",7,8,5,1,5.2,"2","TURN"
"cleveland",9,4,7,1,5.2,"2","TURN"
"dailymail",6,9,5,1,5.2,"2","TURN"
"ign",7,8,9,9,8.2,"3","TURN"
"forbes",7,8,6,10,7.8,"3","TURN"
"hollywoodreporter",8,6,9,7,7.5,"3","TURN"
"mashable",7,7,6,9,7.2,"3","TURN"
"rollingstone",7,6,7,9,7.2,"3","TURN"
"vanityfair",9,5,6,8,7,"3","TURN"
"deadline",7,5,10,5,6.8,"3","TURN"
"engadget",8,7,5,7,6.8,"3","TURN"
"gamespot",9,7,3,8,6.8,"3","TURN"
"gizmodo",10,8,2,7,6.8,"3","TURN"
"independent",8,8,4,7,6.8,"3","TURN"
"people",6,6,6,9,6.8,"3","TURN"
"buzzfeed",6,8,3,9,6.5,"3","TURN"
"verge",8,6,5,7,6.5,"3","TURN"
"wallstreetjournal",6,5,5,10,6.5,"3","TURN"
"cbr",8,6,3,8,6.2,"3","TURN"
"newsweek",9,5,2,9,6.2,"3","TURN"
"wrap",8,4,8,5,6.2,"3","TURN"
"comicbook",8,5,7,4,6,"3","TURN"
"digitalspy",7,7,7,3,6,"3","TURN"
"indiewire",6,4,8,6,6,"3","TURN"
"losangelestimes",5,5,7,7,6,"3","TURN"
"uproxx",8,5,9,2,6,"3","TURN"
"usweekly",7,5,5,7,6,"3","TURN"
"cnn",9,8,5,1,5.8,"3","TURN"
"ign",7,8,9,9,8.2,"4","TURN"
"forbes",7,8,6,10,7.8,"4","TURN"
"hollywoodreporter",8,6,9,7,7.5,"4","TURN"
"mashable",7,7,6,9,7.2,"4","TURN"
"rollingstone",7,6,7,9,7.2,"4","TURN"
"variety",8,4,10,7,7.2,"4","TURN"
"vanityfair",9,5,6,8,7,"4","TURN"
"engadget",8,7,5,7,6.8,"4","TURN"
"gamespot",9,7,3,8,6.8,"4","TURN"
"gizmodo",10,8,2,7,6.8,"4","TURN"
"independent",8,8,4,7,6.8,"4","TURN"
"newyorktimes",7,5,8,7,6.8,"4","TURN"
"people",6,6,6,9,6.8,"4","TURN"
"buzzfeed",6,8,3,9,6.5,"4","TURN"
"verge",8,6,5,7,6.5,"4","TURN"
"wallstreetjournal",6,5,5,10,6.5,"4","TURN"
"cbr",8,6,3,8,6.2,"4","TURN"
"newsweek",9,5,2,9,6.2,"4","TURN"
"wrap",8,4,8,5,6.2,"4","TURN"
"avclub",6,6,8,4,6,"4","TURN"
"comicbook",8,5,7,4,6,"4","TURN"
"digitalspy",7,7,7,3,6,"4","TURN"
"huffingtonpost",9,8,6,1,6,"4","TURN"
"indiewire",6,4,8,6,6,"4","TURN"
"uproxx",8,5,9,2,6,"4","TURN"
"forbes",7,8,6,10,7.8,"1","VISIONARIES: HISTORY OF HORROR"
"imdb",6,10,7,8,7.8,"1","VISIONARIES: HISTORY OF HORROR"
"hollywoodreporter",8,6,9,7,7.5,"1","VISIONARIES: HISTORY OF HORROR"
"mashable",7,7,6,9,7.2,"1","VISIONARIES: HISTORY OF HORROR"
"rollingstone",7,6,7,9,7.2,"1","VISIONARIES: HISTORY OF HORROR"
"variety",8,4,10,7,7.2,"1","VISIONARIES: HISTORY OF HORROR"
"vanityfair",9,5,6,8,7,"1","VISIONARIES: HISTORY OF HORROR"
"engadget",8,7,5,7,6.8,"1","VISIONARIES: HISTORY OF HORROR"
"independent",8,8,4,7,6.8,"1","VISIONARIES: HISTORY OF HORROR"
"newyorktimes",7,5,8,7,6.8,"1","VISIONARIES: HISTORY OF HORROR"
"buzzfeed",6,8,3,9,6.5,"1","VISIONARIES: HISTORY OF HORROR"
"verge",8,6,5,7,6.5,"1","VISIONARIES: HISTORY OF HORROR"
"wallstreetjournal",6,5,5,10,6.5,"1","VISIONARIES: HISTORY OF HORROR"
"cbr",8,6,3,8,6.2,"1","VISIONARIES: HISTORY OF HORROR"
"wrap",8,4,8,5,6.2,"1","VISIONARIES: HISTORY OF HORROR"
"digitalspy",7,7,7,3,6,"1","VISIONARIES: HISTORY OF HORROR"
"huffingtonpost",9,8,6,1,6,"1","VISIONARIES: HISTORY OF HORROR"
"losangelestimes",5,5,7,7,6,"1","VISIONARIES: HISTORY OF HORROR"
"uproxx",8,5,9,2,6,"1","VISIONARIES: HISTORY OF HORROR"
"usweekly",7,5,5,7,6,"1","VISIONARIES: HISTORY OF HORROR"
"cnn",9,8,5,1,5.8,"1","VISIONARIES: HISTORY OF HORROR"
"salon",7,6,4,6,5.8,"1","VISIONARIES: HISTORY OF HORROR"
"tvline",6,5,9,3,5.8,"1","VISIONARIES: HISTORY OF HORROR"
"cinemablend",8,6,7,1,5.5,"1","VISIONARIES: HISTORY OF HORROR"
"dailybeast",5,6,5,6,5.5,"1","VISIONARIES: HISTORY OF HORROR"
"ign",7,8,9,9,8.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"rollingstone",7,6,7,9,7.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"variety",8,4,10,7,7.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"engadget",8,7,5,7,6.8,"1","VISIONARIES: HISTORY OF SCI-FI"
"gizmodo",10,8,2,7,6.8,"1","VISIONARIES: HISTORY OF SCI-FI"
"independent",8,8,4,7,6.8,"1","VISIONARIES: HISTORY OF SCI-FI"
"buzzfeed",6,8,3,9,6.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"verge",8,6,5,7,6.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"wallstreetjournal",6,5,5,10,6.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"cbr",8,6,3,8,6.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"comicbook",8,5,7,4,6,"1","VISIONARIES: HISTORY OF SCI-FI"
"digitalspy",7,7,7,3,6,"1","VISIONARIES: HISTORY OF SCI-FI"
"huffingtonpost",9,8,6,1,6,"1","VISIONARIES: HISTORY OF SCI-FI"
"usweekly",7,5,5,7,6,"1","VISIONARIES: HISTORY OF SCI-FI"
"cnn",9,8,5,1,5.8,"1","VISIONARIES: HISTORY OF SCI-FI"
"dailybeast",5,6,5,6,5.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"gamesradar",9,6,1,6,5.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"nytimes",7,7,7,1,5.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"usatoday",6,7,8,1,5.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"washingtonpost",6,7,8,1,5.5,"1","VISIONARIES: HISTORY OF SCI-FI"
"businessinsider",7,8,5,1,5.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"comingsoon",7,3,9,2,5.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"dailymail",6,9,5,1,5.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"eonline",9,7,4,1,5.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"fox",9,7,4,1,5.2,"1","VISIONARIES: HISTORY OF SCI-FI"
"imdb",6,10,7,8,7.8,"4A","WALKING DEAD"
"mashable",7,7,6,9,7.2,"4A","WALKING DEAD"
"vanityfair",9,5,6,8,7,"4A","WALKING DEAD"
"engadget",8,7,5,7,6.8,"4A","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"4A","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"4A","WALKING DEAD"
"independent",8,8,4,7,6.8,"4A","WALKING DEAD"
"people",6,6,6,9,6.8,"4A","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"4A","WALKING DEAD"
"cbr",8,6,3,8,6.2,"4A","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"4A","WALKING DEAD"
"avclub",6,6,8,4,6,"4A","WALKING DEAD"
"cnn",9,8,5,1,5.8,"4A","WALKING DEAD"
"salon",7,6,4,6,5.8,"4A","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"4A","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"4A","WALKING DEAD"
"businessinsider",7,8,5,1,5.2,"4A","WALKING DEAD"
"cleveland",9,4,7,1,5.2,"4A","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"4A","WALKING DEAD"
"eonline",9,7,4,1,5.2,"4A","WALKING DEAD"
"fox",9,7,4,1,5.2,"4A","WALKING DEAD"
"ibtimes",8,5,6,2,5.2,"4A","WALKING DEAD"
"popsugar",7,7,4,3,5.2,"4A","WALKING DEAD"
"refinery29",3,6,2,10,5.2,"4A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"4A","WALKING DEAD"
"imdb",6,10,7,8,7.8,"4B","WALKING DEAD"
"mashable",7,7,6,9,7.2,"4B","WALKING DEAD"
"vanityfair",9,5,6,8,7,"4B","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"4B","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"4B","WALKING DEAD"
"independent",8,8,4,7,6.8,"4B","WALKING DEAD"
"people",6,6,6,9,6.8,"4B","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"4B","WALKING DEAD"
"verge",8,6,5,7,6.5,"4B","WALKING DEAD"
"cbr",8,6,3,8,6.2,"4B","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"4B","WALKING DEAD"
"avclub",6,6,8,4,6,"4B","WALKING DEAD"
"indiewire",6,4,8,6,6,"4B","WALKING DEAD"
"salon",7,6,4,6,5.8,"4B","WALKING DEAD"
"tvline",6,5,9,3,5.8,"4B","WALKING DEAD"
"cinemablend",8,6,7,1,5.5,"4B","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"4B","WALKING DEAD"
"nytimes",7,7,7,1,5.5,"4B","WALKING DEAD"
"cleveland",9,4,7,1,5.2,"4B","WALKING DEAD"
"comingsoon",7,3,9,2,5.2,"4B","WALKING DEAD"
"eonline",9,7,4,1,5.2,"4B","WALKING DEAD"
"fox",9,7,4,1,5.2,"4B","WALKING DEAD"
"ibtimes",8,5,6,2,5.2,"4B","WALKING DEAD"
"popsugar",7,7,4,3,5.2,"4B","WALKING DEAD"
"screenrant",7,5,7,2,5.2,"4B","WALKING DEAD"
"engadget",8,7,5,7,6.8,"5A","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"5A","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"5A","WALKING DEAD"
"newyorktimes",7,5,8,7,6.8,"5A","WALKING DEAD"
"cbr",8,6,3,8,6.2,"5A","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"5A","WALKING DEAD"
"salon",7,6,4,6,5.8,"5A","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"5A","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"5A","WALKING DEAD"
"fox",9,7,4,1,5.2,"5A","WALKING DEAD"
"newyorkdailynews",9,2,5,5,5.2,"5A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"5A","WALKING DEAD"
"collider",7,3,8,2,5,"5A","WALKING DEAD"
"msn",7,8,4,1,5,"5A","WALKING DEAD"
"parade",7,6,6,1,5,"5A","WALKING DEAD"
"vogue",3,4,3,10,5,"5A","WALKING DEAD"
"ajc",8,5,5,1,4.8,"5A","WALKING DEAD"
"blastingnews",9,8,1,1,4.8,"5A","WALKING DEAD"
"digitaltrends",10,7,1,1,4.8,"5A","WALKING DEAD"
"fandom",10,7,1,1,4.8,"5A","WALKING DEAD"
"huffingtonpostlive",9,8,1,1,4.8,"5A","WALKING DEAD"
"nbcnews",10,7,1,1,4.8,"5A","WALKING DEAD"
"sfgate",6,7,5,1,4.8,"5A","WALKING DEAD"
"thr",10,7,1,1,4.8,"5A","WALKING DEAD"
"usnews",9,7,2,1,4.8,"5A","WALKING DEAD"
"imdb",6,10,7,8,7.8,"5B","WALKING DEAD"
"vanityfair",9,5,6,8,7,"5B","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"5B","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"5B","WALKING DEAD"
"newyorktimes",7,5,8,7,6.8,"5B","WALKING DEAD"
"verge",8,6,5,7,6.5,"5B","WALKING DEAD"
"cbr",8,6,3,8,6.2,"5B","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"5B","WALKING DEAD"
"salon",7,6,4,6,5.8,"5B","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"5B","WALKING DEAD"
"fox",9,7,4,1,5.2,"5B","WALKING DEAD"
"newyorkdailynews",9,2,5,5,5.2,"5B","WALKING DEAD"
"popsugar",7,7,4,3,5.2,"5B","WALKING DEAD"
"refinery29",3,6,2,10,5.2,"5B","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"5B","WALKING DEAD"
"collider",7,3,8,2,5,"5B","WALKING DEAD"
"msn",7,8,4,1,5,"5B","WALKING DEAD"
"parade",7,6,6,1,5,"5B","WALKING DEAD"
"rottentomatoes",6,7,6,1,5,"5B","WALKING DEAD"
"vogue",3,4,3,10,5,"5B","WALKING DEAD"
"aptv",10,6,2,1,4.8,"5B","WALKING DEAD"
"blastingnews",9,8,1,1,4.8,"5B","WALKING DEAD"
"digitaltrends",10,7,1,1,4.8,"5B","WALKING DEAD"
"fandom",10,7,1,1,4.8,"5B","WALKING DEAD"
"goodmorningamerica",6,4,1,8,4.8,"5B","WALKING DEAD"
"imdb",6,10,7,8,7.8,"6A","WALKING DEAD"
"deadline",7,5,10,5,6.8,"6A","WALKING DEAD"
"engadget",8,7,5,7,6.8,"6A","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"6A","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"6A","WALKING DEAD"
"independent",8,8,4,7,6.8,"6A","WALKING DEAD"
"newyorktimes",7,5,8,7,6.8,"6A","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"6A","WALKING DEAD"
"cbr",8,6,3,8,6.2,"6A","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"6A","WALKING DEAD"
"cnn",9,8,5,1,5.8,"6A","WALKING DEAD"
"salon",7,6,4,6,5.8,"6A","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"6A","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"6A","WALKING DEAD"
"washingtonpost",6,7,8,1,5.5,"6A","WALKING DEAD"
"businessinsider",7,8,5,1,5.2,"6A","WALKING DEAD"
"comingsoon",7,3,9,2,5.2,"6A","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"6A","WALKING DEAD"
"ibtimes",8,5,6,2,5.2,"6A","WALKING DEAD"
"newyorkdailynews",9,2,5,5,5.2,"6A","WALKING DEAD"
"popsugar",7,7,4,3,5.2,"6A","WALKING DEAD"
"refinery29",3,6,2,10,5.2,"6A","WALKING DEAD"
"screenrant",7,5,7,2,5.2,"6A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"6A","WALKING DEAD"
"bustle",7,6,6,1,5,"6A","WALKING DEAD"
"imdb",6,10,7,8,7.8,"6B","WALKING DEAD"
"engadget",8,7,5,7,6.8,"6B","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"6B","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"6B","WALKING DEAD"
"people",6,6,6,9,6.8,"6B","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"6B","WALKING DEAD"
"verge",8,6,5,7,6.5,"6B","WALKING DEAD"
"wallstreetjournal",6,5,5,10,6.5,"6B","WALKING DEAD"
"cbr",8,6,3,8,6.2,"6B","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"6B","WALKING DEAD"
"avclub",6,6,8,4,6,"6B","WALKING DEAD"
"indiewire",6,4,8,6,6,"6B","WALKING DEAD"
"losangelestimes",5,5,7,7,6,"6B","WALKING DEAD"
"cnn",9,8,5,1,5.8,"6B","WALKING DEAD"
"salon",7,6,4,6,5.8,"6B","WALKING DEAD"
"dailybeast",5,6,5,6,5.5,"6B","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"6B","WALKING DEAD"
"nytimes",7,7,7,1,5.5,"6B","WALKING DEAD"
"vulture",6,4,8,4,5.5,"6B","WALKING DEAD"
"businessinsider",7,8,5,1,5.2,"6B","WALKING DEAD"
"fox",9,7,4,1,5.2,"6B","WALKING DEAD"
"latimes",6,6,8,1,5.2,"6B","WALKING DEAD"
"screenrant",7,5,7,2,5.2,"6B","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"6B","WALKING DEAD"
"bustle",7,6,6,1,5,"6B","WALKING DEAD"
"gamespot",9,7,3,8,6.8,"7A","WALKING DEAD"
"gizmodo",10,8,2,7,6.8,"7A","WALKING DEAD"
"independent",8,8,4,7,6.8,"7A","WALKING DEAD"
"buzzfeed",6,8,3,9,6.5,"7A","WALKING DEAD"
"wallstreetjournal",6,5,5,10,6.5,"7A","WALKING DEAD"
"newsweek",9,5,2,9,6.2,"7A","WALKING DEAD"
"losangelestimes",5,5,7,7,6,"7A","WALKING DEAD"
"gamesradar",9,6,1,6,5.5,"7A","WALKING DEAD"
"washingtonpost",6,7,8,1,5.5,"7A","WALKING DEAD"
"dailymail",6,9,5,1,5.2,"7A","WALKING DEAD"
"fox",9,7,4,1,5.2,"7A","WALKING DEAD"
"bostonglobe",7,3,5,5,5,"7A","WALKING DEAD"
"moviefone",9,5,5,1,5,"7A","WALKING DEAD"
"msn",7,8,4,1,5,"7A","WALKING DEAD"
"parade",7,6,6,1,5,"7A","WALKING DEAD"
